source_url,school_id,department_code,course_code,course_title,section,section_instructor,term,isbn,title,author,material_adoption_code,crawled_on,updated_on
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|02,"Beck,Shandy",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|03,"Messner,Shelby",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|04,"Messner,Shelby",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|05,"Beck,Shandy",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|06,"Beck,Shandy",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51202,ACCOUNTING II,|07,"Ludwig,Stephen",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51301,COST ACCOUNTING,|01,"Beck,Shandy",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51303,INDIVIDUAL TAXATION,|01,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51303,INDIVIDUAL TAXATION,|80,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51303,INDIVIDUAL TAXATION,|81,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51306,INTERMEDIATE ACCOUNTING I,|01,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51306,INTERMEDIATE ACCOUNTING I,|80,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51306,INTERMEDIATE ACCOUNTING I,|81,"Tobin,Malinda",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51308,ACCOUNTING INFORMATION SYSTEMS,|85,"Messner,Shelby",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51308,ACCOUNTING INFORMATION SYSTEMS,|86,"Messner,Shelby",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51308,ACCOUNTING INFORMATION SYSTEMS,|87,"Messner,Shelby",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51401,INTERMEDIATE ACCOUNTING III,|80,"Kirby,Melissa",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51403,ADVANCED ACCOUNTING,|01,"Ludwig,Stephen",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51403,ADVANCED ACCOUNTING,|80,"Ludwig,Stephen",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51403,ADVANCED ACCOUNTING,|81,"Ludwig,Stephen",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51404,AUDITING,|01,"Ludwig,Stephen",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51405,INTERN IN ACCOUNTING,|01,"STAFF,FACULTY",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51660,CONTEMPORARY TOPICS IN ACCT,|02,"Kauzlarich,Laura",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51660,CONTEMPORARY TOPICS IN ACCT,|80,"Kauzlarich,Laura",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,ACCT,|51660,CONTEMPORARY TOPICS IN ACCT,|81,"Kauzlarich,Laura",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03102,PRIN OF MICROECON IN AG,|02,"Miller,Michael",Fall 2026,9780133379488,INTRO AGRICULTURAL ECON,PENSON,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03102,PRIN OF MICROECON IN AG,|03,"Miller,Michael",Fall 2026,9780133379488,INTRO AGRICULTURAL ECON,PENSON,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03112,INTRO TO MECH SYS FOR AG & MAN,|01,"Bax,Matthew",Fall 2026,9781435400979,AGRICULTURAL MECHANICS,HERREN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03130,PLANT SCIENCE,|01,"Okello,Paul",Fall 2026,9780073040523,INTRO PLANT BIOLOGY,STERN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03130,PLANT SCIENCE,|02,"Okello,Paul",Fall 2026,9780073040523,INTRO PLANT BIOLOGY,STERN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03130,PLANT SCIENCE,|03,"Okello,Paul",Fall 2026,9780073040523,INTRO PLANT BIOLOGY,STERN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03150,ANIMAL SCIENCE,|01,"Driskill,Ronda",Fall 2026,9780133767209,SCIENTIFIC FARM ANIMAL PRODUCTION,TAYLOR,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03150,ANIMAL SCIENCE,|02,"Driskill,Ronda",Fall 2026,9780133767209,SCIENTIFIC FARM ANIMAL PRODUCTION,TAYLOR,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03150,ANIMAL SCIENCE,|03,"Driskill,Ronda",Fall 2026,9780133767209,SCIENTIFIC FARM ANIMAL PRODUCTION,TAYLOR,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03199,WORLD FOODS,|01,"Gundersen,Kiersten",Fall 2026,9780133457988,FOOD AROUND THE WORLD,MCWILLIAMS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03199,WORLD FOODS,|02,"Gundersen,Kiersten",Fall 2026,9780133457988,FOOD AROUND THE WORLD,MCWILLIAMS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03212,SAFETY IN AG & MANUFACTURING,|01,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03232,CROP PRODUCTION,|01,"Bashyal,Mahesh",Fall 2026,0130221333,PRINCIPLES OF CROP PRODUCTION,ACQUAAH,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03234,FUND OF SOIL SCIENCE,|01,"Taylor,Alexander",Fall 2026,9780133254488,NATURE & PROPERTIES OF SOILS,BRADY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03234,FUND OF SOIL SCIENCE,|02,"Taylor,Alexander",Fall 2026,9780133254488,NATURE & PROPERTIES OF SOILS,BRADY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03234,FUND OF SOIL SCIENCE,|03,"Taylor,Alexander",Fall 2026,9780133254488,NATURE & PROPERTIES OF SOILS,BRADY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03252,LIVESTOCK EVALUATION,|01,"Lacy,Jacqueline",Fall 2026,9780757520594,LIVESTOCK & CARCASS,BOGGS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03292,INTRO TO AG PESTICIDES,|01,"Perez-Hernandez,Oscar",Fall 2026,,NATIONAL PESTICIDE APP CERT CORE MANUAL,MISSOURI EXTENSION,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03296,SEMINAR,|03,"STAFF,FACULTY",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03296,SEMINAR,|04,"STAFF,FACULTY",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03301,PROF SELLING AGRICULTURE,|01,"Driskill,Ronda",Fall 2026,9780978895211,PROSELLING,DOWNEY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03302,AG MARKETING,|01,"Holderieath,Jason",Fall 2026,9781890871680,AGRICULTURAL MARKETING SYSTEM,RHODES,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03304,FARM MGMT AND RECORD ANAL,|01,"Miller,Michael",Fall 2026,9781266318559,FARM MANAGEMENT,KAY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03308,AGRI DATA ANALYSIS,|01,"Holderieath,Jason",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03309,APPLIED FUTURES MKTING,|01,"Brooks,Billy",Fall 2026,9781948018005,TRADERS FIRST BOOK ON COMMODITIES,GARNER,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03316,APPLIED MECHANICAL SYSTEMS,|01,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03317,APPLIED ROBOTICS,|01,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03320,FOUNDATIONS OF AG ED,|01,"STAFF,FACULTY",Fall 2026,9780132859608,FOUND OF AGRI EDUC,TALBERT,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03330,FORAGE CROP SCIENCE,|01,"Bashyal,Mahesh",Fall 2026,0813804213,FORAGES: AN INTRO TO GRASS,BARNES,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03352,MEAT SCIENCE,|01,"Gundersen,Kiersten",Fall 2026,9780757599958,PRINCIPLES OF MEAT SCIENCES,MILLS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03352,MEAT SCIENCE,|02,"Gundersen,Kiersten",Fall 2026,9780757599958,PRINCIPLES OF MEAT SCIENCES,MILLS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03358,LIVESTOCK HEALTH AND DISEASE,|01,"Clizer,Kaitlin",Fall 2026,0813431697,ANIMAL HEALTH,JACKSON,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03360,PRIN ANIMAL NUTR,|01,"Driskill,Ronda",Fall 2026,9780471215394,BASIC ANIMAL NUTRITION & FEEDING,POND,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03362,ANAT PHYS DOM ANIMALS,|01,"Greathouse,John",Fall 2026,9781118356388,ANATOMY & PHYS OF DOM ANIMALS,DENBOW,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03376,DAIRY PRODUCTS,|01,"Brooks,Billy",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03381,APPLIED ENTOMOLOGY,|01,"Perez-Hernandez,Oscar",Fall 2026,9781478622857,ENTOMOLOGY & PEST MGMT,PEDIGO,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03385,GREENHOUSE CROP PRODUCTION,|01,"Bax,Matthew",Fall 2026,9780132439367,GREENHOUSE OPERATION & MGMT,NELSON,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03396,AGRICULTURAL ADVOCACY,|01,"STAFF,FACULTY",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03400,SPECIAL OFFERING,|01,"Clizer,Kaitlin",Fall 2026,9780357452073,METEOROLOGY TODAY,AHRENS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03407,AGRICULTURAL FINANCE,|02,"Holderieath,Jason",Fall 2026,1234567890,FINANCIAL GUIDELINES FOR AG,FFSC,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03409,IND STUDY IN AG ECON,|04,"Miller,Michael",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03409,IND STUDY IN AG ECON,|05,"Miller,Michael",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03409,IND STUDY IN AG ECON,|06,"Miller,Michael",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|01,"Bax,Matthew",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|02,"Bax,Matthew",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|03,"Bax,Matthew",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|04,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|05,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03419,IND STUDY IN AG MECHAN,|06,"Ess,Daniel",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03421,CONDUCTING SAE PROGRAMS,|01,"STAFF,FACULTY",Fall 2026,N/A,EXPERIENCE PRGM IN LEARNING V,BINKLEY & HAMMONDS,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03429,IND STUDY IN AG EDUCATION,|01,"Lacy,Jacqueline",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03429,IND STUDY IN AG EDUCATION,|02,"Lacy,Jacqueline",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03429,IND STUDY IN AG EDUCATION,|03,"Lacy,Jacqueline",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03432,SOIL & WATER CONSERV,|01,"Taylor,Alexander",Fall 2026,9781402087080,PRINC SOIL CONSERVATION & MGMT,BLANCO,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03434,WEED SCI: ECOL & CONTROL,|01,"Perez-Hernandez,Oscar",Fall 2026,9780123944269,FUND WEED SCIENCE,ZIMDAHL,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03440,INTRO TO PRECISION AG,|01,"Ess,Daniel",Fall 2026,9780891183662,PRECISION AGRICULTURE BASICS,KITCHEN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03440,INTRO TO PRECISION AG,|02,"Ess,Daniel",Fall 2026,9780891183662,PRECISION AGRICULTURE BASICS,KITCHEN,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03443,PREC AG PRODUCTION,|01,"Ess,Daniel",Fall 2026,9780891183617,PRACTICAL MATH FOR PRECISION FARMING,CLAY,NORTHWEST RENTAL,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|01,"Perez-Hernandez,Oscar",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|02,"Perez-Hernandez,Oscar",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|03,"Perez-Hernandez,Oscar",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|04,"Bashyal,Mahesh",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|05,"Bashyal,Mahesh",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|06,"Bashyal,Mahesh",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|07,"Taylor,Alexander",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
https://ssbprod.nwmissouri.edu/PROD/nwtext.P_Displaydata,3050213,AGRI,|03449,IND STUDY AGRON,|08,"Taylor,Alexander",Fall 2026,,,,This course does not require any course materials,2026-03-23 04:41:30,2026-03-23 04:41:30
